,Цена,Ссылка,Общая площадь,Площадь кухни,Этаж,Санузел,Окна,Ремонт,Тип дома,Пассажирский лифт,Грузовой лифт,Парковка,Город,Этажей в доме,умный_относ_этаж,возраст_дома,период_строительства
6373,3450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_37_m_12_et._7779311581?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,37.0,5.0,1,0,1,0,9540424.337830925,0,0,0,8672125.541738892,2,0.0,67.0,2
6374,6450000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_324_m_79_et._7719212604?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,32.4,8.1,7,0,2,0,8348267.076508711,1,0,0,8672125.541738892,9,0.8999999999999999,42.0,1
6375,4600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_44_m_13_et._7594552638?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,44.0,6.0,1,0,1,0,9870197.894296648,0,0,0,8672125.541738892,3,0.0,66.0,2
6376,4700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_306_m_45_et._7678559690?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,30.6,6.1,4,0,2,1,9870197.894296648,0,0,0,8672125.541738892,5,0.75,59.0,0
6377,3100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_33_m_35_et._7767505940?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,33.0,6.0,3,0,1,2,9870197.894296648,0,0,0,8672125.541738892,5,0.5,57.0,0
6378,8490000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_648_m_13_et._7614662889?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,64.8,20.0,1,0,1,1,9870197.894296648,0,0,0,8672125.541738892,3,0.0,0.0,4
6379,12500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_623_m_419_et._2384287980?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,62.3,16.9,4,1,1,3,9540424.337830925,1,1,0,8672125.541738892,19,0.16666666666666666,6.0,4
6380,7700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_367_m_910_et._7830491126?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,36.7,11.0,9,0,1,2,17259665.500506587,1,1,3,8672125.541738892,10,1.0666666666666667,6.0,4
6381,6700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_619_m_49_et._7739903460?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,61.9,7.0,4,1,1,2,8348267.076508711,1,0,0,8672125.541738892,9,0.375,53.0,0
6382,6850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_647_m_39_et._7719421141?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,64.7,7.9,3,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,0.25,38.0,1
6383,4300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_217_m_55_et._4341701869?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,21.7,5.0,5,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,1.1,51.0,0
6384,6800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_436_m_29_et._7683937413?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,43.6,7.0,2,1,0,1,8348267.076508711,1,0,0,8672125.541738892,9,0.125,37.0,1
6385,4650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_335_m_99_et._7777924829?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,33.5,10.0,9,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,1.4,45.0,0
6386,8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_42_m_35_et._7827474049?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,42.0,5.5,3,0,0,3,9870197.894296648,0,0,0,8672125.541738892,5,0.5,50.0,0
6387,11300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_568_m_28_et._7713912299?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,56.8,5.1,2,0,1,0,9870197.894296648,1,0,0,8672125.541738892,8,0.14285714285714285,47.0,0
6388,11000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_649_m_39_et._7786050651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,64.9,8.2,3,1,1,0,9870197.894296648,1,0,0,8672125.541738892,9,0.25,34.0,1
6389,4230000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_303_m_35_et._3156647627?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,30.3,5.7,3,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.5,63.0,0
6390,6900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_46_m_99_et._7845205574?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,46.0,7.5,9,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,1.4,45.0,0
6391,6800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_425_m_35_et._7777692948?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,42.5,6.0,3,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.5,62.0,0
6392,9750000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_78_m_89_et._7535274109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,78.0,9.0,8,0,1,1,8348267.076508711,1,1,0,8672125.541738892,9,1.05,42.0,1
6393,2900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_375_m_22_et._7481013773?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,37.5,6.3,2,0,0,2,9870197.894296648,0,0,0,8672125.541738892,2,1.1,67.0,2
6394,5250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_31_m_45_et._7720120460?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,31.0,5.8,4,0,1,2,9870197.894296648,0,0,0,8672125.541738892,5,0.75,61.0,0
6395,6199000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_382_m_55_et._7772403146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,38.2,6.0,5,0,1,0,8348267.076508711,0,0,0,8672125.541738892,5,1.1,56.0,0
6396,14700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_95_m_1115_et._7779710555?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,95.0,14.5,11,1,1,1,9870197.894296648,2,1,2,8672125.541738892,15,0.7142857142857143,18.0,3
6397,5950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_632_m_15_et._7458664813?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,63.2,15.3,1,0,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.0,50.0,0
6398,4850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_437_m_23_et._7769757553?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,43.7,9.0,2,0,1,2,9870197.894296648,0,0,2,8672125.541738892,3,0.5,1.0,4
6399,4000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_327_m_49_et._7707229276?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,32.7,7.5,4,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,0.375,38.0,1
6400,4300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_308_m_45_et._7765137125?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,30.8,6.3,4,0,0,1,9870197.894296648,0,0,0,8672125.541738892,5,0.75,56.0,0
6401,12999999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_568_m_1616_et._7745300162?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,56.8,19.0,16,0,0,1,17259665.500506587,1,1,3,8672125.541738892,16,1.4,4.0,4
6402,4900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_455_m_49_et._7778726115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,45.5,6.0,4,1,1,2,9870197.894296648,1,0,0,8672125.541738892,9,0.375,53.0,0
6403,7250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_415_m_317_et._7809226354?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,41.5,9.2,3,0,1,0,8348267.076508711,1,1,0,8672125.541738892,17,0.125,38.0,1
6404,10200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_544_m_818_et._7297688837?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,54.4,12.0,8,0,1,1,9540424.337830925,1,0,0,8672125.541738892,18,0.4117647058823529,40.0,1
6405,8100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_399_m_710_et._7779414918?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,39.9,8.4,7,0,1,1,9870197.894296648,1,1,0,8672125.541738892,10,0.6666666666666666,5.0,4
6407,5200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_302_m_15_et._7779757513?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,30.2,6.0,1,0,1,1,9870197.894296648,0,0,0,8672125.541738892,5,0.0,47.0,0
6408,8590000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_473_m_610_et._7385376459?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,47.3,8.4,6,0,1,1,8348267.076508711,1,1,0,8672125.541738892,10,0.5555555555555556,10.0,3
6409,6800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/4-k._kvartira_599_m_15_et._7472009715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,59.9,5.7,1,0,1,0,8348267.076508711,0,0,0,8672125.541738892,5,0.0,52.0,0
6410,7500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_58_m_35_et._7600262973?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,58.0,5.7,3,1,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.5,51.0,0
6411,4850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_378_m_14_et._7585854278?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,37.8,4.0,1,0,1,1,9870197.894296648,0,0,0,8672125.541738892,4,0.0,65.0,2
6412,3500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_33_m_14_et._7809912090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,33.0,6.7,1,0,1,0,9870197.894296648,0,0,0,8672125.541738892,4,0.0,47.0,0
6413,6500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_546_m_35_et._7393456998?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,54.6,5.9,3,0,1,2,9870197.894296648,1,0,0,8672125.541738892,5,0.5,47.0,0
6414,8000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_583_m_69_et._7795763798?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,58.3,5.9,6,1,1,2,9870197.894296648,1,0,0,8672125.541738892,9,0.625,46.0,0
6415,13000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/4-k._kvartira_1021_m_35_et._7649809657?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,102.1,10.0,3,1,1,0,9870197.894296648,0,0,2,8672125.541738892,5,0.5,47.0,0
6416,6700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_412_m_55_et._4646748006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,41.2,5.6,5,0,0,0,9870197.894296648,0,0,0,8672125.541738892,5,1.1,51.0,0
6417,6500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_34_m_410_et._7624307852?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,34.0,8.0,4,0,0,3,8348267.076508711,1,0,0,8672125.541738892,10,0.3333333333333333,36.0,1
6419,4250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_324_m_23_et._7560095487?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,32.4,7.7,2,0,0,3,9540424.337830925,0,0,0,8672125.541738892,3,0.5,9.0,4
6420,8500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_475_m_1010_et._7363185567?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,47.5,11.8,10,0,1,0,9870197.894296648,1,1,0,8672125.541738892,10,1.4,18.0,3
6421,4000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_30_m_35_et._7729271169?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,30.0,6.0,3,1,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.5,50.0,0
6423,6650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_50_m_410_et._7350983810?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,50.0,9.0,4,1,1,0,8348267.076508711,1,0,0,8672125.541738892,10,0.3333333333333333,37.0,1
6425,5700000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_37_m_910_et._7642786374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,37.0,9.0,9,1,0,1,8348267.076508711,1,0,0,8672125.541738892,10,1.0666666666666667,20.0,3
6426,6299999.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_555_m_12_et._7395651059?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,55.5,15.0,1,0,1,3,9540424.337830925,0,0,0,8672125.541738892,2,0.0,7.0,4
6427,8900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_60_m_29_et._7298020434?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,60.0,17.0,2,0,1,3,8348267.076508711,1,0,0,8672125.541738892,9,0.125,38.0,1
6428,5100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_427_m_15_et._7318676947?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,42.7,5.5,1,0,0,0,8348267.076508711,0,0,0,8672125.541738892,5,0.0,59.0,0
6429,7500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_46_m_39_et._7696006913?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,46.0,7.0,3,1,1,0,8348267.076508711,1,0,0,8672125.541738892,9,0.25,53.0,0
6431,5500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/4-k._kvartira_609_m_44_et._4215355601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,60.9,7.0,4,0,1,0,9870197.894296648,0,0,0,8672125.541738892,4,1.1,90.0,2
6432,7500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_57_m_99_et._7742725238?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,57.0,7.0,9,0,1,1,8348267.076508711,4,0,0,8672125.541738892,9,1.4,55.0,0
6433,4400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_37_m_39_et._7333905634?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,37.0,7.6,3,0,1,2,9870197.894296648,1,0,0,8672125.541738892,9,0.25,34.0,1
6434,5999000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_438_m_35_et._7640725571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,43.8,5.5,3,1,1,0,9870197.894296648,0,0,0,8672125.541738892,5,0.5,54.0,0
6435,10650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_57_m_57_et._7647184001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,57.0,6.0,5,0,1,0,9870197.894296648,1,0,0,8672125.541738892,7,0.7999999999999999,68.0,2
6438,8400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/apartamenty-studiya_256_m_712_et._7704155522?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyNmNIY2YzdTA3bUJtWDFXIjt91K7u3D8AAAA,25.6,5.4,7,0,0,1,14024004.145800991,2,2,3,8672125.541738892,12,0.5454545454545454,4.0,4
6439,2500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/kvartira-studiya_165_m_33_et._7785862928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,16.5,3.5,3,0,1,1,9870197.894296648,0,0,0,8672125.541738892,3,1.1,47.0,0
6440,6650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_35_m_49_et._7592001578?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,35.0,9.0,4,1,0,0,9870197.894296648,1,0,0,8672125.541738892,9,0.375,32.0,1
6441,7200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_604_m_55_et._7731713616?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2ajJ5TWd1bDA4Smw2OERYIjt9L67orT8AAAA,60.4,7.6,5,1,1,0,9870197.894296648,0,0,0,8672125.541738892,5,1.1,84.0,2
