,Цена,Ссылка,Общая площадь,Площадь кухни,Этаж,Санузел,Окна,Ремонт,Тип дома,Пассажирский лифт,Грузовой лифт,Парковка,Город,Этажей в доме,умный_относ_этаж,возраст_дома,период_строительства
2990,9800000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_418_m_516_et._7688892924?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,41.8,10.7,5,0,1,0,9870197.894296648,1,1,3,11373713.093860017,16,0.26666666666666666,19.0,3
2993,6990000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_209_m_1015_et._7719203147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,20.9,4.4,10,0,1,1,17259665.500506587,1,1,0,11373713.093860017,15,0.6428571428571429,7.0,4
2995,8760785.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_714_m_111_et._4621799079?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,71.4,22.6,1,0,1,0,14024004.145800991,1,1,0,11373713.093860017,11,0.0,7.0,4
2996,9900000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_613_m_912_et._4448604407?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,61.3,6.0,9,1,1,0,9540424.337830925,2,0,0,11373713.093860017,12,0.7272727272727273,47.0,0
2997,9700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_68_m_15_et._7351345409?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,68.0,10.0,1,1,1,0,8348267.076508711,0,0,0,11373713.093860017,5,0.0,38.0,1
3000,23000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1025_m_625_et._7759217642?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,102.5,16.1,6,1,1,1,14024004.145800991,2,0,0,11373713.093860017,25,0.20833333333333334,21.0,3
3001,10700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50_m_810_et._7612344266?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,50.0,8.0,8,1,1,2,9870197.894296648,1,0,0,11373713.093860017,10,0.9333333333333333,55.0,0
3002,7700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_438_m_89_et._3720647826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,43.8,6.6,8,1,0,1,8348267.076508711,1,0,0,11373713.093860017,9,1.05,50.0,0
3004,9300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_562_m_1414_et._7696248580?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,56.2,7.3,14,1,1,0,9870197.894296648,1,1,0,11373713.093860017,14,1.4,47.0,0
3008,7100000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_344_m_1213_et._7809685851?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,34.4,10.0,12,0,0,1,9870197.894296648,2,1,0,11373713.093860017,13,1.0999999999999999,8.0,4
3011,4650000.0,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_228_m_420_et._4676564644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,22.8,4.8,4,0,1,1,17259665.500506587,4,1,0,11373713.093860017,20,0.15789473684210525,3.0,4
3012,17990000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_402_m_23_et._7683047290?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,40.2,7.9,2,1,1,3,9870197.894296648,0,0,0,11373713.093860017,3,0.5,151.0,2
3013,7500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_329_m_99_et._7702411013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,32.9,6.6,9,1,0,1,8348267.076508711,1,0,0,11373713.093860017,9,1.4,54.0,0
3015,15450000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_753_m_210_et._4220986880?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,75.3,8.7,2,0,1,1,8348267.076508711,1,0,0,11373713.093860017,10,0.1111111111111111,23.0,3
3020,11500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_773_m_29_et._7812940618?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,77.3,10.0,2,1,1,0,8348267.076508711,1,0,0,11373713.093860017,9,0.125,38.0,1
3021,6350000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_248_m_58_et._7771942787?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,24.8,5.2,5,0,1,3,17259665.500506587,1,1,3,11373713.093860017,8,0.5714285714285714,2.0,4
3025,11500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443_m_89_et._7813555673?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUkxVaEZGajZ4OG43TkY0Ijt9VXlV3D8AAAA,44.3,6.3,8,1,1,1,8348267.076508711,1,0,1,11373713.093860017,9,1.05,47.0,0
3026,8400000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_34_m_1016_et._7708500208?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,34.0,10.3,10,1,0,1,14024004.145800991,1,1,0,11373713.093860017,16,0.6,18.0,3
3027,7550000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_417_m_45_et._7701398029?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,41.7,5.3,4,0,1,3,8348267.076508711,0,0,0,11373713.093860017,5,0.75,38.0,1
3028,9500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_363_m_1925_et._7350505387?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,36.3,10.0,19,0,1,0,8348267.076508711,1,2,1,11373713.093860017,25,0.75,7.0,4
3029,13600000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_75_m_1417_et._7769816320?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,75.0,11.0,14,1,1,2,8348267.076508711,1,1,0,11373713.093860017,17,0.8125,31.0,1
3030,6890000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_317_m_89_et._7710767458?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,31.7,8.5,8,1,0,1,8348267.076508711,1,0,0,11373713.093860017,9,1.05,38.0,1
3031,10000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_46_m_1517_et._7665909265?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,46.0,17.0,15,0,0,2,9870197.894296648,1,1,1,11373713.093860017,17,1.05,23.0,3
3032,5000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_213_m_1113_et._7307141978?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,21.3,4.5,11,0,1,1,17259665.500506587,1,1,0,11373713.093860017,13,1.0,5.0,4
3033,5250000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_33_m_2526_et._7817774804?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,33.0,6.9,25,0,1,1,17259665.500506587,2,1,0,11373713.093860017,26,1.152,3.0,4
3034,16500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_62_m_45_et._7765664896?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,62.0,24.0,4,0,0,3,9870197.894296648,0,0,2,11373713.093860017,5,0.75,17.0,3
3035,10700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_373_m_410_et._7344363701?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,37.3,10.0,4,0,1,3,17259665.500506587,1,1,3,11373713.093860017,10,0.3333333333333333,8.0,4
3036,10650000.0,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_75_m_99_et._4122577295?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,75.0,6.9,9,1,1,2,8348267.076508711,1,0,0,11373713.093860017,9,1.4,57.0,0
3037,8200000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_424_m_912_et._7265434174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,42.4,17.1,9,0,0,2,17259665.500506587,1,1,0,11373713.093860017,12,0.7272727272727273,1.0,4
3039,14450000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_552_m_57_et._7526348753?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,55.2,12.0,5,1,1,2,14024004.145800991,0,1,3,11373713.093860017,7,0.7999999999999999,5.0,4
3040,9150000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_334_m_1115_et._7536347325?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,33.4,7.9,11,0,0,0,14024004.145800991,1,1,3,11373713.093860017,15,0.7142857142857143,11.0,3
3041,10990000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_441_m_1723_et._7777133661?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,44.1,21.5,17,0,0,3,14024004.145800991,1,2,3,11373713.093860017,23,0.7272727272727273,7.0,4
3042,10500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_453_m_45_et._7720226358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,45.3,5.5,4,0,1,1,8348267.076508711,0,0,0,11373713.093860017,5,0.75,60.0,0
3043,16100000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_615_m_56_et._7742095757?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,61.5,12.8,5,1,0,2,9870197.894296648,1,0,0,11373713.093860017,6,0.96,32.0,1
3044,11661110.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_632_m_35_et._7197136608?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,63.2,7.9,3,1,1,0,9870197.894296648,0,0,0,11373713.093860017,5,0.5,149.0,2
3046,6100000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_36_m_518_et._7772370149?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,36.0,16.0,5,0,0,0,17259665.500506587,3,1,0,11373713.093860017,18,0.23529411764705882,5.0,4
3047,15999000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_845_m_29_et._7731393535?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,84.5,8.6,2,1,1,1,9870197.894296648,1,0,0,11373713.093860017,9,0.125,52.0,0
3048,8950000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_395_m_1417_et._4194026093?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,39.5,7.9,14,1,1,0,8348267.076508711,1,1,0,11373713.093860017,17,0.8125,35.0,1
3049,5700000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_29_m_327_et._7808694472?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,29.0,6.1,3,0,0,0,17259665.500506587,2,1,3,11373713.093860017,27,0.07692307692307693,11.0,3
3050,9400000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_654_m_29_et._7294749145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,65.4,6.2,2,1,1,2,8348267.076508711,1,0,0,11373713.093860017,9,0.125,48.0,0
3051,10200000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_408_m_726_et._7795584749?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,40.8,10.0,7,1,1,0,17259665.500506587,3,1,3,11373713.093860017,26,0.24,4.0,4
3052,7000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_313_m_79_et._803617719?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,31.3,8.0,7,1,1,0,8348267.076508711,1,0,0,11373713.093860017,9,0.8999999999999999,55.0,0
3053,7200000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_444_m_89_et._7621247643?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,44.4,7.0,8,1,1,0,8348267.076508711,1,0,0,11373713.093860017,9,1.05,54.0,0
3054,8000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_243_m_1622_et._7780810857?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,24.3,5.1,16,0,0,1,14024004.145800991,1,1,3,11373713.093860017,22,0.7142857142857143,7.0,4
3055,13800000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_623_m_99_et._7737596582?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,62.3,9.6,9,1,0,0,8348267.076508711,1,0,0,11373713.093860017,9,1.4,47.0,0
3056,9550000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_615_m_79_et._7653510037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,61.5,6.2,7,1,1,0,8348267.076508711,1,0,0,11373713.093860017,9,0.8999999999999999,47.0,0
3057,11500000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_597_m_324_et._7786743720?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,59.7,11.5,3,1,0,0,17259665.500506587,2,1,0,11373713.093860017,24,0.08695652173913043,0.0,4
3058,12750000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_618_m_1114_et._7736933448?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,61.8,7.3,11,1,1,2,9870197.894296648,1,1,0,11373713.093860017,14,0.7692307692307693,47.0,0
3059,23000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_458_m_69_et._7326510560?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,45.8,11.5,6,0,1,2,17259665.500506587,1,1,3,11373713.093860017,9,0.625,5.0,4
3061,7999000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_601_m_19_et._4201826830?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,60.1,6.5,1,1,1,0,8348267.076508711,1,0,0,11373713.093860017,9,0.0,56.0,0
3062,5600000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_32_m_517_et._7730695358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,32.0,6.7,5,0,0,1,9870197.894296648,1,1,3,11373713.093860017,17,0.25,10.0,3
3063,36900000.0,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._apartamenty_115_m_13_et._4709429610?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,115.0,29.0,1,1,1,3,17259665.500506587,0,0,0,11373713.093860017,3,0.0,9.0,4
3064,8300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_332_m_24_et._7719411487?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,33.2,15.6,2,0,1,1,14024004.145800991,0,1,0,11373713.093860017,4,0.3333333333333333,0.0,4
3065,6900000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_36_m_59_et._7817185346?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,36.0,8.0,5,1,1,0,9870197.894296648,1,0,0,11373713.093860017,9,0.5,49.0,0
3066,9177000.0,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_26_m_310_et._7753835815?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,26.0,5.5,3,0,1,0,17259665.500506587,4,1,3,11373713.093860017,10,0.2222222222222222,5.0,4
3067,9300000.0,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_253_m_24_et._7461936261?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,25.3,5.3,2,0,1,3,9870197.894296648,0,0,0,11373713.093860017,4,0.3333333333333333,124.0,2
3068,3800000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_39_m_13_et._4511765097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,39.0,10.0,1,0,1,0,9540424.337830925,0,0,0,11373713.093860017,3,0.0,14.0,3
3069,11990000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_615_et._7586673656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,42.0,19.0,6,0,1,2,17259665.500506587,1,1,3,11373713.093860017,15,0.35714285714285715,1.0,4
3070,5990000.0,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_355_m_114_et._7830562433?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,35.5,7.8,1,1,0,0,9870197.894296648,1,1,0,11373713.093860017,14,0.0,53.0,0
3071,12000000.0,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_717_m_912_et._4026643145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,71.7,8.4,9,1,1,2,8348267.076508711,1,1,0,11373713.093860017,12,0.7272727272727273,39.0,1
3072,13350000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_608_m_16_et._7502252389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,60.8,8.1,1,1,0,2,9540424.337830925,1,0,0,11373713.093860017,6,0.0,71.0,2
3073,13478000.0,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_549_m_35_et._7596072140?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqb2xvWTVMYURMcEVwUDB4Ijt9OltP3D8AAAA,54.9,10.4,3,1,1,1,17259665.500506587,0,1,3,11373713.093860017,5,0.5,5.0,4
