Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Стоимость ремонта,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Запланирован снос
14100000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_536_m_916_et._7550918692?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,53.6 м²,9.3 м²,33 м²,9 из 16,балкон,,изолированные,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,,16,1,1,,"детская площадка, спортивная площадка",,от 884 000 ₽ за 53.6 м²,,,,,,
16000000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_28_m_1020_et._7599287694?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,28 м²,,18 м²,10 из 20,,,,3.2 м,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,монолитный,,20,1,1,,,,,,,,,,
85000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_596_m_2267_et._7729858798?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,59.6 м²,10 м²,,22 из 67,,панорамные окна,изолированные,,совмещенный,"во двор, на улицу",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",свободная,,монолитный,2023,67,3,3,"консьерж, мусоропровод","закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
57690000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_86_m_824_et._7495663854?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,86 м²,13.3 м²,51.8 м²,8 из 24,,,изолированные,3.2 м,раздельный,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,монолитно-кирпичный,2020,24,1,нет,,,наземная многоуровневая,,,,,,,
5500000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_115_m_35_et._7667888076?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,11.5 м²,,8 м²,3 из 5,,,,3.5 м,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,кирпичный,1970,5,1,,,,открытая во дворе,,,,,,,
12800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_51_m_1717_et._7719878043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,51 м²,8.5 м²,31 м²,17 из 17,балкон,,изолированные,2.6 м,раздельный,на улицу,евро,,,,свободная,возможна ипотека,монолитный,1989,17,2,1,,,открытая во дворе,,,,,,,
4050000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_112_et._7758549870?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,14 м²,,,1 из 12,,,,2.6 м,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1978,12,2,1,мусоропровод,детская площадка,открытая во дворе,от 231 000 ₽ за 14 м²,,,,,,
11000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_387_m_212_et._4446783449?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,38.7 м²,8.3 м²,20.6 м²,2 из 12,,,,,раздельный,,косметический,,"кухня, хранение одежды",плита,альтернативная,возможна ипотека,панельный,,12,1,1,мусоропровод,"детская площадка, спортивная площадка",,от 331 000 ₽ за 38.7 м²,,,,,,
108870000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_117_m_57_et._7778148896?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,117 м²,14.2 м²,,5 из 7,,,изолированные,3.4 м,совмещенный,во двор,требует ремонта,,,,свободная,,монолитный,2019,7,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,от 1 931 000 ₽ за 117 м²,,,,,,
3780000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_29_et._4718543930?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,18 м²,,,2 из 9,,,,,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,панельный,1978,9,1,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 297 000 ₽ за 18 м²,,,,,,
2504000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_137_m_25_et._7613065172?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,13.7 м²,,7.1 м²,2 из 5,,,,2.9 м,совмещенный,на улицу,косметический,,,,свободная,,кирпичный,1957,5,нет,нет,,,открытая во дворе,,,,,,,
4300000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_192_m_110_et._7770429907?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,19.2 м²,,,1 из 10,,,,2.7 м,совмещенный,на солнечную сторону,требует ремонта,,,,свободная,,панельный,1998,10,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 317 000 ₽ за 19.2 м²,,,,,,
6850000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_165_m_19_et._7845576551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,16.5 м²,,,1 из 9,,,,3 м,совмещенный,во двор,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2007,9,1,1,"консьерж, мусоропровод",детская площадка,за шлагбаумом во дворе,,,,,,,
15000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_471_m_1314_et._7772012723?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,47.1 м²,9.6 м²,29.8 м²,13 из 14,балкон,,смежные,2.6 м,раздельный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1971,14,2,,,,открытая во дворе,от 402 000 ₽ за 47.1 м²,,,,,,
4500000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_165_m_14_et._7605867977?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,16.5 м²,,,1 из 4,,,,,совмещенный,во двор,косметический,,,,свободная,,кирпичный,1949,4,нет,нет,,детская площадка,за шлагбаумом во дворе,от 141 000 ₽ за 16.5 м²,,,,,,
3750000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_172_m_112_et._7831425567?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,17.2 м²,,,1 из 12,,,,2.6 м,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1979,12,2,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 284 000 ₽ за 17.2 м²,,,,,,
135000000.0,https://www.avito.ru/moskva/kvartiry/3-k._apartamenty_123_m_1120_et._7809574519?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,123 м²,20 м²,93 м²,11 из 20,,,изолированные,,"совмещенный, раздельный",,требует ремонта,,,,свободная,возможна ипотека,монолитный,,20,,,,,,,,,,,,
31000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_84_m_1141_et._7831755145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,84 м²,19 м²,51 м²,11 из 41,,,изолированные,3 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,41,2,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
31120000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_88_m_911_et._7778146890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,88 м²,14.1 м²,,9 из 11,,,изолированные,3.5 м,совмещенный,во двор,требует ремонта,,,,свободная,,монолитно-кирпичный,2016,11,4,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,от 1 452 000 ₽ за 88 м²,,,,,,
4300000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_133_m_15_et._7766931823?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,13.3 м²,,,1 из 5,,,,3 м,совмещенный,во двор,требует ремонта,,,,свободная,,кирпичный,1930,5,нет,нет,мусоропровод,"закрытая территория, детская площадка",за шлагбаумом во дворе,,,,,,,
25200000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_441_et._7777622137?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,38 м²,14 м²,19 м²,4 из 41,,,,,совмещенный,"во двор, на улицу",дизайнерский,,,,свободная,возможна ипотека,монолитный,,41,,,,,,,,,,,,
18200000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_53_m_218_et._7479390760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,53 м²,8 м²,26.6 м²,2 из 18,,,изолированные,,раздельный,во двор,косметический,,,,альтернативная,возможна ипотека,монолитный,2016,18,,,,,,от 453 000 ₽ за 53 м²,,,,,,
27700000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_575_m_25_et._7311226838?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,57.5 м²,9 м²,36 м²,2 из 5,,,изолированные,,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,,5,1,,,,,,,,,,,
30000000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_83_m_2351_et._7831471271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,83 м²,19 м²,43 м²,23 из 51,,,изолированные,3 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2019,51,2,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
13300000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_373_m_1216_et._7740970939?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,37.3 м²,10 м²,17 м²,12 из 16,лоджия,,,,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,монолитный,2018,16,,,,,открытая во дворе,,,,,,,
28529500.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_569_m_1115_et._7758818490?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,56.9 м²,8.6 м²,36.7 м²,11 из 15,,,изолированные,,раздельный,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1988,15,1,1,газ,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,
3450000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_112_m_14_et._7768270048?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,11.2 м²,,11.2 м²,1 из 4,,,,3 м,совмещенный,,требует ремонта,,,,свободная,,кирпичный,1895,4,,,,,,,,,,,,
8499000.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_22_m_113_et._7568146177?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,22 м²,11 м²,,1 из 13,,,изолированные,3.6 м,совмещенный,во двор,косметический,,,,свободная,,блочный,,13,,,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,от 188 000 ₽ за 22 м²,,,,,,
10250000.0,https://www.avito.ru/moskva_zelenograd/kvartiry/1-k._kvartira_386_m_314_et._7827135608?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,38.6 м²,8.5 м²,20.7 м²,3 из 14,балкон,,,,раздельный,на улицу,евро,,,,свободная,возможна ипотека,панельный,1990,14,1,1,,,открытая во дворе,,,,,,,
6500000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_24_m_15_et._7768804724?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,24 м²,,24 м²,1 из 5,,,,2.7 м,совмещенный,,требует ремонта,,,,свободная,,кирпичный,1960,5,,,,,,,,,,,,
30500000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_70_m_314_et._7785443434?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,2,70 м²,17 м²,,3 из 14,,,изолированные,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2019,14,1,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
48350000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_97_m_1416_et._7778526000?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,97 м²,21 м²,,14 из 16,лоджия,,изолированные,,раздельный,на улицу,дизайнерский,,,,свободная,возможна ипотека,монолитно-кирпичный,2016,16,2,2,консьерж,закрытая территория,подземная,,,,,,,
44600000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_98_m_1519_et._7691725334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,98 м²,21 м²,,15 из 19,лоджия,"гардеробная, панорамные окна",изолированные,3.4 м,"совмещенный, раздельный","во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,19,2,1,консьерж,закрытая территория,подземная,от 1 617 000 ₽ за 98 м²,,,,,,
3300000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_15_et._7831890783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,14 м²,,,1 из 5,,,,,совмещенный,,требует ремонта,,,,свободная,,кирпичный,1930,5,нет,нет,мусоропровод,"закрытая территория, детская площадка",за шлагбаумом во дворе,от 231 000 ₽ за 14 м²,,,,,,
6500000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_24_m_112_et._7737974476?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,24 м²,,,1 из 12,,,,2.7 м,совмещенный,,косметический,,,,свободная,,панельный,1980,12,2,1,,"детская площадка, спортивная площадка",открытая во дворе,от 205 000 ₽ за 24 м²,,,,,,
4500000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_172_m_112_et._7765986097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,17.2 м²,,,1 из 12,лоджия,,,,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1978,12,1,1,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,
39400000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_116_m_1117_et._7594352250?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,116 м²,20 м²,,11 из 17,,"гардеробная, панорамные окна",изолированные,3 м,"совмещенный, раздельный",на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитный,2025,17,2,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
10300000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_378_m_317_et._7655097901?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,37.8 м²,8.2 м²,19 м²,3 из 17,балкон,,,2.6 м,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,панельный,1986,17,1,1,,,открытая во дворе,от 624 000 ₽ за 37.8 м²,,,,,,
203000000.0,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_173_m_45_et._7729609349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,4,173 м²,22 м²,109 м²,4 из 5,,,изолированные,3.3 м,"совмещенный, раздельный","во двор, на улицу",дизайнерский,,"кухня, хранение одежды, спальные места",,свободная,,монолитный,,5,1,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
18500000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_562_m_39_et._7772751622?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,3,56.2 м²,8.2 м²,37 м²,3 из 9,лоджия,,изолированные,,раздельный,во двор,дизайнерский,,,,альтернативная,возможна ипотека,панельный,1967,9,1,нет,мусоропровод,,открытая во дворе,,,,,,,
2871000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_188_m_44_et._7729768541?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,18.8 м²,,7.7 м²,4 из 4,балкон,,,3 м,совмещенный,на солнечную сторону,косметический,,,,свободная,,кирпичный,1960,4,нет,нет,,закрытая территория,открытая во дворе,,,,,,,
12800000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_375_m_217_et._7708755718?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,37.5 м²,8 м²,20 м²,2 из 17,,,,,совмещенный,на улицу,евро,,,,альтернативная,возможна ипотека,панельный,2003,17,1,1,,,открытая во дворе,,,,,,,
6000000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_25_m_15_et._7637014795?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,25 м²,,,1 из 5,,,,,совмещенный,во двор,требует ремонта,,,,свободная,,кирпичный,1960,5,нет,нет,мусоропровод,детская площадка,,от 413 000 ₽ за 25 м²,,,,,,
10000000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_612_et._7463971515?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,35 м²,9.5 м²,20 м²,6 из 12,лоджия,,,,совмещенный,во двор,косметический,,,,альтернативная,возможна ипотека,панельный,1969,12,2,нет,мусоропровод,,,,,,,,,
3162000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_182_m_45_et._7741242277?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,18.2 м²,,7.7 м²,4 из 5,балкон,,,3 м,совмещенный,на улицу,косметический,,,,свободная,,кирпичный,1957,5,нет,нет,,,открытая во дворе,,,,,,,
18200000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_2125_et._7787240170?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,1,36 м²,10 м²,,21 из 25,,,,2.9 м,совмещенный,,евро,,,,свободная,возможна ипотека,панельный,2015,25,,,,,открытая во дворе,,,,,,,
2749000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_148_m_34_et._7697667917?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJPbVVUdjJvc2JjcUdaWExTIjt9MUarLD8AAAA,студия,14.8 м²,,7.4 м²,3 из 4,,,,2.9 м,совмещенный,во двор,косметический,,,,свободная,,кирпичный,1960,4,нет,нет,,детская площадка,открытая во дворе,,,,,,,
19796210.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_727_m_819_et._7740968025?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,3,72.7 м²,10.9 м²,45.8 м²,8 из 19,балкон,,изолированные,,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2023,19,,,,,подземная,от 621 000 ₽ за 72.7 м²,,,,,,
8499000.0,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_22_m_113_et._7568146177?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,22 м²,11 м²,,1 из 13,,,изолированные,3.6 м,совмещенный,во двор,косметический,,,,свободная,,блочный,,13,,,,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,от 188 000 ₽ за 22 м²,,,,,,
31120000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_88_m_911_et._7778146890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0R1RtbmlzU0FPZ2t5a01oIjt986Atkj8AAAA,2,88 м²,14.1 м²,,9 из 11,,,изолированные,3.5 м,совмещенный,во двор,требует ремонта,,,,свободная,,монолитно-кирпичный,2016,11,4,1,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,от 1 452 000 ₽ за 88 м²,,,,,,
