Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Дополнительно,Тип комнат,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Стоимость ремонта,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Запланирован снос
39700000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_104_m_1325_et._7594942967?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,3,104 м²,18.5 м²,,13 из 25,,"гардеробная, панорамные окна",изолированные,3.1 м,"совмещенный, раздельный","во двор, на улицу",требует ремонта,,,,свободная,возможна ипотека,монолитный,2024,25,3,2,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
14823700.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_351_m_1012_et._7678802528?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,1,35.1 м²,9.7 м²,20 м²,10 из 12,,,,,совмещенный,во двор,дизайнерский,,"кухня, хранение одежды","кондиционер, холодильник",свободная,возможна ипотека,блочный,1969,12,2,нет,газ,детская площадка,,,,,,,,
13300000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_311_m_39_et._7831715936?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,1,31.1 м²,9.6 м²,19.8 м²,3 из 9,,,,,совмещенный,во двор,требует ремонта,,,,свободная,возможна ипотека,панельный,1961,9,1,нет,мусоропровод,,открытая во дворе,,,,,,,
87000000.0,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1699_m_1619_et._7471864578?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,4,169.9 м²,12 м²,119 м²,16 из 19,,,изолированные,2.9 м,,во двор,дизайнерский,,,,свободная,,кирпичный,2000,19,,,,,подземная,,,,,,,
21528900.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_532_m_58_et._7660742539?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,3,53.2 м²,5.7 м²,35.7 м²,5 из 8,,,изолированные,,совмещенный,во двор,дизайнерский,,"кухня, хранение одежды","кондиционер, холодильник",свободная,возможна ипотека,кирпичный,1962,8,1,нет,"мусоропровод, газ","детская площадка, спортивная площадка",,,,,,,,
14900000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_404_m_15_et._7741310120?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,2,40.4 м²,6 м²,30 м²,1 из 5,,,изолированные,2.6 м,совмещенный,"во двор, на улицу",дизайнерский,,,,свободная,возможна ипотека,кирпичный,1961,5,,,,,,,,,,,,
25900000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_55_m_616_et._7659489610?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,3,55 м²,6 м²,38 м²,6 из 16,,,изолированные,2.7 м,совмещенный,,дизайнерский,,,,свободная,возможна ипотека,панельный,1987,16,,,,,открытая во дворе,,,,,,,
25647000.0,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_81_m_524_et._7714007458?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,3,81 м²,18 м²,,5 из 24,,,изолированные,,совмещенный,во двор,требует ремонта,,,,свободная,,монолитный,2023,24,2,1,,"закрытая территория, детская площадка, спортивная площадка",подземная,от 1 337 000 ₽ за 81 м²,,,,,,
26100000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_69_m_1127_et._7785122476?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,2,69 м²,18 м²,,11 из 27,,,изолированные,,раздельный,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2023,27,2,2,консьерж,"закрытая территория, детская площадка, спортивная площадка",подземная,,,,,,,
23800000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_605_m_1620_et._7719050778?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,2,60.5 м²,12 м²,29 м²,16 из 20,,,изолированные,,совмещенный,на улицу,косметический,,"кухня, хранение одежды, спальные места",,альтернативная,возможна ипотека,монолитный,2018,20,2,нет,,,,,,,,,,
17000000.0,https://www.avito.ru/moskva/kvartiry/1-k._apartamenty_20_m_26_et._7443610751?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,1,20 м²,4 м²,,2 из 6,,,,3.8 м,совмещенный,"на улицу, на солнечную сторону",дизайнерский,,,,свободная,возможна ипотека,монолитный,1926,6,1,нет,,закрытая территория,за шлагбаумом во дворе,,,,,,,
4300000.0,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_19_et._7758229549?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,студия,14 м²,,,1 из 9,балкон,,,2.7 м,совмещенный,во двор,требует ремонта,,,,свободная,,панельный,1978,9,1,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,от 231 000 ₽ за 14 м²,,,,,,
9000000.0,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_445_m_1012_et._7772937069?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,2,44.5 м²,6.4 м²,29.2 м²,10 из 12,,,изолированные,,раздельный,во двор,требует ремонта,,,,свободная,,панельный,1973,12,,,,,открытая во дворе,от 734 000 ₽ за 44.5 м²,,,,,,
2953000.0,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_167_m_25_et._7741463776?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,студия,16.7 м²,,7.7 м²,2 из 5,,,,3 м,совмещенный,во двор,косметический,,,,свободная,,кирпичный,1957,5,нет,нет,,детская площадка,открытая во дворе,,,,,,,
11200000.0,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_1717_et._7614601657?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuaDF0S25qMDJNbTRKOXMyIjt9CbP8DD8AAAA,1,38 м²,8.4 м²,19 м²,17 из 17,лоджия,,,,совмещенный,,евро,,"кухня, хранение одежды","кондиционер, холодильник, плита, стиральная машина",альтернативная,возможна ипотека,панельный,,17,1,1,мусоропровод,детская площадка,,,,,,,,
